stratum,priority,block,gene_id,plat_gene_id,perc_id_hp,human_tx,platypus_tx,human_tx_rule,platypus_tx_rule,reason,aln_first_block_human,aln_first_block_platypus,aln_n_matched_codons,aln_n_blocks,aln_indel_frac,aa_identity,prefix_codon_human,prefix_codon_platypus
1,8,5168,ENSG00000169021,ENSOANG00000002291,72.6277,ENST00000304863,ENSOANT00000003626,canonical,canonical,window_starts_too_late(h72>30),0-20,0-20,261.0,7.0,0.112245,0.777778,,
1,9,5385,ENSG00000172339,ENSOANG00000012719,67.1296,ENST00000370205,ENSOANT00000020129,canonical,canonical,window_starts_too_late(h36>30),0-19,0-19,213.0,4.0,0.013889,0.690141,,
1,10,1725,ENSG00000111906,ENSOANG00000020120,69.6078,ENST00000398153,ENSOANT00000068531,canonical,canonical,pass,0-3,0-3,197.0,7.0,0.250951,0.725888,14.0,7.0
1,11,3488,ENSG00000142173,ENSOANG00000013567,65.0638,ENST00000300527,ENSOANT00000051893,canonical,canonical,no_start_codon_platypus(AAG),,,,,,,,
1,12,2606,ENSG00000128881,ENSOANG00000047726,71.2219,ENST00000267890,ENSOANT00000070434,canonical,canonical,pass,0-488,0-488,1221.0,13.0,0.018489,0.728911,0.0,0.0
1,13,1729,ENSG00000112031,ENSOANG00000037135,68.6842,ENST00000367233,ENSOANT00000075440,canonical,canonical,window_starts_too_late(h52>30),0-11,0-11,367.0,5.0,0.034211,0.724796,,
1,14,1894,ENSG00000114993,ENSOANG00000036121,67.1403,ENST00000272430,ENSOANT00000052429,canonical,canonical,window_starts_too_late(h36>30),0-8,0-8,542.0,10.0,0.0373,0.695572,,
1,15,6374,ENSG00000197506,ENSOANG00000048714,67.4385,ENST00000376238,ENSOANT00000065967,canonical,canonical,window_starts_too_late(h51>30),0-4,0-4,659.0,3.0,0.04631,0.708649,,
1,16,733,ENSG00000085721,ENSOANG00000000130,72.6574,ENST00000198767,ENSOANT00000051584,canonical,canonical,window_starts_too_late(h36>30),0-6,0-6,621.0,12.0,0.276224,0.771337,,
1,17,2280,ENSG00000122068,ENSOANG00000014284,67.9245,ENST00000241502,ENSOANT00000022516,canonical,canonical,pass,0-20,0-20,308.0,6.0,0.031447,0.711039,23.0,20.0
1,18,1619,ENSG00000100239,ENSOANG00000001656,69.5516,ENST00000612753,ENSOANT00000002655,canonical,canonical,pass,0-405,0-405,931.0,24.0,0.092593,0.741139,0.0,0.0
1,19,1437,ENSG00000106624,ENSOANG00000006502,66.753,ENST00000223357,ENSOANT00000010383,canonical,canonical,pass,0-7,0-7,1052.0,20.0,0.091537,0.774715,7.0,18.0
1,20,6848,ENSG00000255072,ENSOANG00000046406,67.6056,ENST00000527353,ENSOANT00000074978,canonical,canonical,pass,0-71,0-71,71.0,1.0,0.0,0.676056,0.0,0.0
1,21,856,ENSG00000092140,ENSOANG00000014019,72.3796,ENST00000206595,ENSOANT00000022109,canonical,canonical,no_start_codon_platypus(AAC),,,,,,,,
1,22,1646,ENSG00000110756,ENSOANG00000044228,66.3419,ENST00000349215,ENSOANT00000072580,canonical,canonical,pass,0-455,58-513,1101.0,12.0,0.071669,0.690282,0.0,58.0
1,23,428,ENSG00000136111,ENSOANG00000002567,70.8012,ENST00000377636,ENSOANT00000004066,canonical,canonical,window_starts_too_late(h166>30),0-2,0-2,1081.0,7.0,0.16718,0.851989,,
1,24,3815,ENSG00000148290,ENSOANG00000050637,68.0,ENST00000371974,ENSOANT00000061313,canonical,canonical,window_starts_too_late(h54>30),0-1,0-1,293.0,9.0,0.138235,0.737201,,
1,25,6631,ENSG00000213024,ENSOANG00000014101,67.0498,ENST00000352066,ENSOANT00000022246,canonical,canonical,pass,0-39,37-76,512.0,14.0,0.164763,0.716797,0.0,37.0
1,26,1869,ENSG00000114491,ENSOANG00000045479,67.7083,ENST00000232607,ENSOANT00000055428,canonical,canonical,pass,0-3,0-3,470.0,5.0,0.026915,0.7,9.0,19.0
1,27,2285,ENSG00000122203,ENSOANG00000008588,70.1639,ENST00000298569,ENSOANT00000013682,canonical,canonical,pass,19-52,0-33,286.0,4.0,0.062295,0.762238,19.0,0.0
1,28,3278,ENSG00000138593,ENSOANG00000040296,72.1163,ENST00000559471,ENSOANT00000054340,canonical,canonical,no_start_codon_platypus(TTA),,,,,,,,
1,29,595,ENSG00000076242,ENSOANG00000015305,72.7513,ENST00000231790,ENSOANT00000054592,canonical,canonical,pass,0-362,0-362,713.0,15.0,0.0894,0.791024,0.0,0.0
1,30,3685,ENSG00000145708,ENSOANG00000031473,65.2174,ENST00000274368,ENSOANT00000040431,canonical,canonical,window_starts_too_late(h48>30),0-1,0-1,312.0,7.0,0.248193,0.685897,,
1,31,5207,ENSG00000169570,ENSOANG00000022566,71.1409,ENST00000510708,ENSOANT00000032616,canonical,canonical,window_starts_too_late(h34>30),0-6,0-6,270.0,2.0,0.09396,0.788889,,
1,32,3811,ENSG00000148225,ENSOANG00000001397,65.9401,ENST00000374193,ENSOANT00000002216,canonical,canonical,pass,0-38,0-38,366.0,2.0,0.002725,0.663934,0.0,0.0
1,33,4562,ENSG00000163235,ENSOANG00000045751,71.25,ENST00000295400,ENSOANT00000061058,canonical,canonical,pass,0-32,0-32,159.0,4.0,0.13587,0.72956,0.0,0.0
1,34,2983,ENSG00000135272,ENSOANG00000044059,71.9512,ENST00000393486,ENSOANT00000058619,canonical,canonical,pass,0-2,0-2,241.0,3.0,0.020325,0.73029,7.0,2.0
1,35,6750,ENSG00000235118,ENSOANG00000045785,70.1657,ENST00000441223,ENSOANT00000054087,canonical,canonical,pass,0-118,0-118,177.0,4.0,0.022099,0.717514,0.0,0.0
1,36,2037,ENSG00000087303,ENSOANG00000013959,64.9455,ENST00000216286,ENSOANT00000049438,canonical,canonical,pass,0-1,0-1,1342.0,23.0,0.048901,0.687779,17.0,18.0
1,37,1974,ENSG00000116096,ENSOANG00000038096,66.2835,ENST00000234454,ENSOANT00000051463,canonical,canonical,pass,0-1,0-1,261.0,4.0,0.026119,0.662835,5.0,10.0
1,38,4079,ENSG00000153975,ENSOANG00000013491,68.1661,ENST00000368576,ENSOANT00000064765,canonical,canonical,pass,0-21,170-191,575.0,6.0,0.231283,0.690435,21.0,192.0
1,39,39,ENSG00000005175,ENSOANG00000021025,67.6692,ENST00000005386,ENSOANT00000055759,canonical,canonical,pass,0-110,60-170,657.0,3.0,0.130952,0.686454,0.0,60.0
1,40,6706,ENSG00000215906,ENSOANG00000032073,67.3575,ENST00000426928,ENSOANT00000039515,canonical,canonical,pass,0-1,0-1,572.0,9.0,0.027211,0.692308,28.0,28.0
1,41,5730,ENSG00000178460,ENSOANG00000002316,72.8341,ENST00000422365,ENSOANT00000003672,canonical,canonical,pass,0-3,0-3,679.0,5.0,0.002937,0.733432,3.0,4.0
1,42,3178,ENSG00000137509,ENSOANG00000011106,65.121,ENST00000313010,ENSOANT00000069550,canonical,canonical,window_starts_too_late(h41>30),0-6,0-6,492.0,7.0,0.048356,0.676829,,
1,43,5990,ENSG00000183751,ENSOANG00000009819,69.0594,ENST00000568546,ENSOANT00000015576,canonical,canonical,pass,0-3,0-3,792.0,10.0,0.02583,0.717172,10.0,11.0
1,44,6782,ENSG00000241644,ENSOANG00000047781,69.962,ENST00000013222,ENSOANT00000072441,canonical,canonical,no_start_codon_platypus(CTG),,,,,,,,
1,45,3315,ENSG00000139154,ENSOANG00000021806,68.7873,ENST00000266508,ENSOANT00000031596,canonical,canonical,window_starts_too_late(h87>30),0-18,0-18,457.0,15.0,0.142589,0.80744,,
1,46,1485,ENSG00000107719,ENSOANG00000011806,67.0561,ENST00000263563,ENSOANT00000018711,canonical,canonical,pass,0-17,1-18,855.0,7.0,0.045759,0.679532,17.0,19.0
1,47,2769,ENSG00000131944,ENSOANG00000038390,69.7674,ENST00000588258,ENSOANT00000054838,canonical,canonical,pass,0-5,0-5,214.0,4.0,0.009259,0.700935,5.0,6.0
1,48,2099,ENSG00000118363,ENSOANG00000042616,72.5664,ENST00000263672,ENSOANT00000050523,canonical,canonical,pass,0-6,0-6,205.0,4.0,0.09292,0.8,17.0,6.0
1,49,2856,ENSG00000134962,ENSOANG00000010331,67.2414,ENST00000257408,ENSOANT00000016394,canonical,canonical,window_starts_too_late(h44>30),0-2,0-2,1007.0,7.0,0.035441,0.703078,,
1,50,4358,ENSG00000160111,ENSOANG00000013066,66.5252,ENST00000443236,ENSOANT00000053776,canonical,canonical,pass,0-1,0-1,1836.0,17.0,0.035208,0.700436,17.0,39.0
1,51,5054,ENSG00000167769,ENSOANG00000001816,69.697,ENST00000301452,ENSOANT00000002882,canonical,canonical,no_start_codon_platypus(TTT),,,,,,,,
1,52,3586,ENSG00000143819,ENSOANG00000001473,70.5495,ENST00000272167,ENSOANT00000002341,canonical,canonical,pass,0-256,0-256,454.0,5.0,0.146617,0.718062,0.0,0.0
1,53,1068,ENSG00000100991,ENSOANG00000049082,65.4956,ENST00000252015,ENSOANT00000050441,canonical,canonical,window_starts_too_late(h34>30),0-4,0-4,759.0,6.0,0.047679,0.695652,,
1,54,3390,ENSG00000134917,ENSOANG00000012480,71.6535,ENST00000257359,ENSOANT00000019744,canonical,canonical,pass,0-1,0-1,867.0,14.0,0.048299,0.762399,28.0,41.0
1,55,3826,ENSG00000125734,ENSOANG00000045248,68.3241,ENST00000264080,ENSOANT00000054550,canonical,canonical,pass,0-23,0-23,529.0,11.0,0.029358,0.712665,23.0,24.0
1,56,4962,ENSG00000166780,ENSOANG00000005142,64.7059,ENST00000300006,ENSOANT00000060404,canonical,canonical,pass,0-153,0-153,201.0,7.0,0.155462,0.676617,0.0,0.0
1,57,1399,ENSG00000105982,ENSOANG00000045663,66.2983,ENST00000317955,ENSOANT00000073625,canonical,canonical,pass,0-43,0-43,356.0,6.0,0.019284,0.679775,0.0,0.0
1,58,1108,ENSG00000101447,ENSOANG00000044824,65.2991,ENST00000619850,ENSOANT00000058391,canonical,canonical,pass,0-1,0-1,580.0,8.0,0.03172,0.668966,15.0,13.0
1,59,6222,ENSG00000188566,ENSOANG00000042015,67.1692,ENST00000684003,ENSOANT00000062131,canonical,canonical,window_starts_too_late(h46>30),0-1,0-1,593.0,7.0,0.087692,0.686341,,
1,60,2703,ENSG00000130731,ENSOANG00000038081,72.0588,ENST00000301686,ENSOANT00000056532,canonical,canonical,pass,0-204,0-204,204.0,1.0,0.0,0.720588,0.0,0.0
1,61,4656,ENSG00000173848,ENSOANG00000015457,71.4765,ENST00000355029,ENSOANT00000024334,canonical,canonical,no_start_codon_platypus(GAG),,,,,,,,
1,62,1433,ENSG00000074047,ENSOANG00000048401,70.2996,ENST00000361492,ENSOANT00000063797,canonical,canonical,pass,0-36,0-36,1534.0,30.0,0.022307,0.726206,0.0,0.0
1,63,2087,ENSG00000117862,ENSOANG00000047968,66.2791,ENST00000371626,ENSOANT00000050411,canonical,canonical,no_start_codon_platypus(TCT),,,,,,,,
1,64,6427,ENSG00000198363,ENSOANG00000005045,68.7335,ENST00000379454,ENSOANT00000008011,canonical,canonical,pass,0-21,0-21,747.0,13.0,0.113879,0.732262,25.0,21.0
1,65,1910,ENSG00000115232,ENSOANG00000003633,70.4457,ENST00000397033,ENSOANT00000005767,canonical,canonical,window_starts_too_late(h31>30),0-3,0-3,1029.0,8.0,0.011527,0.712342,,
1,66,6369,ENSG00000197448,ENSOANG00000003505,66.3717,ENST00000358406,ENSOANT00000056011,canonical,canonical,pass,0-5,0-5,208.0,3.0,0.079646,0.721154,7.0,5.0
1,67,4620,ENSG00000163749,ENSOANG00000003480,66.786,ENST00000682701,ENSOANT00000048833,canonical,canonical,window_starts_too_late(h41>30),0-4,0-4,1115.0,11.0,0.079273,0.679821,,
1,68,3891,ENSG00000149573,ENSOANG00000005346,68.8372,ENST00000278937,ENSOANT00000008511,canonical,canonical,pass,0-7,0-7,210.0,5.0,0.023256,0.714286,8.0,7.0
1,69,3418,ENSG00000140931,ENSOANG00000036392,64.8352,ENST00000567572,ENSOANT00000063464,canonical,canonical,pass,0-5,0-5,173.0,4.0,0.049451,0.687861,22.0,15.0
1,70,2625,ENSG00000069849,ENSOANG00000038147,67.3835,ENST00000286371,ENSOANT00000072816,canonical,canonical,pass,0-239,0-239,279.0,2.0,0.003571,0.673835,0.0,0.0
1,71,3790,ENSG00000147679,ENSOANG00000004878,70.2811,ENST00000309822,ENSOANT00000007731,canonical,canonical,pass,0-189,69-258,247.0,4.0,0.228125,0.728745,0.0,69.0
1,72,3036,ENSG00000135900,ENSOANG00000009738,69.8795,ENST00000258383,ENSOANT00000015454,canonical,canonical,window_starts_too_late(h53>30),0-9,0-9,326.0,5.0,0.038348,0.714724,,
1,73,1084,ENSG00000101190,ENSOANG00000004974,67.8,ENST00000335351,ENSOANT00000007888,canonical,canonical,pass,0-17,0-17,494.0,15.0,0.085185,0.726721,27.0,39.0
1,74,3722,ENSG00000146233,ENSOANG00000008272,66.3113,ENST00000275016,ENSOANT00000013148,canonical,canonical,pass,0-13,0-13,468.0,3.0,0.002132,0.688034,14.0,13.0
1,75,2572,ENSG00000128272,ENSOANG00000011026,72.3647,ENST00000674920,ENSOANT00000017470,canonical,canonical,pass,0-107,0-107,346.0,9.0,0.064865,0.742775,0.0,0.0
1,76,1500,ENSG00000107897,ENSOANG00000006034,69.5238,ENST00000396271,ENSOANT00000057254,canonical,canonical,window_starts_too_late(h35>30),35-163,0-128,481.0,6.0,0.08381,0.758836,,
1,77,2519,ENSG00000126861,ENSOANG00000005670,65.0,ENST00000247271,ENSOANT00000009024,canonical,canonical,no_start_codon_platypus(TTG),,,,,,,,
1,78,308,ENSG00000051620,ENSOANG00000049313,66.8293,ENST00000607197,ENSOANT00000064331,canonical,canonical,window_starts_too_late(h33>30),0-24,0-24,204.0,4.0,0.101322,0.696078,,
1,79,6176,ENSG00000187535,ENSOANG00000001815,72.3666,ENST00000426508,ENSOANT00000002881,canonical,canonical,pass,0-363,0-363,1374.0,8.0,0.060192,0.773654,0.0,0.0
1,80,6440,ENSG00000198570,ENSOANG00000046905,67.1795,ENST00000680073,ENSOANT00000057290,canonical,canonical,pass,0-151,0-151,195.0,2.0,0.010152,0.671795,0.0,0.0
1,81,257,ENSG00000041802,ENSOANG00000012742,65.0456,ENST00000265245,ENSOANT00000060276,canonical,canonical,window_starts_too_late(h70>30),0-2,0-2,627.0,12.0,0.061377,0.700159,,
1,82,851,ENSG00000092036,ENSOANG00000010721,69.697,ENST00000541587,ENSOANT00000017004,canonical,canonical,pass,0-130,0-130,363.0,2.0,0.005479,0.69697,0.0,0.0
1,83,4480,ENSG00000105639,ENSOANG00000005345,69.573,ENST00000458235,ENSOANT00000008512,canonical,canonical,pass,0-30,0-30,1103.0,5.0,0.018683,0.710789,0.0,0.0
1,84,145,ENSG00000014138,ENSOANG00000014222,66.8896,ENST00000265465,ENSOANT00000048135,canonical,canonical,pass,0-19,134-153,571.0,10.0,0.248684,0.705779,19.0,156.0
1,85,5960,ENSG00000183287,ENSOANG00000048648,72.6601,ENST00000439986,ENSOANT00000062620,canonical,canonical,window_starts_too_late(h70>30),0-15,0-15,359.0,5.0,0.115764,0.821727,,
1,86,3795,ENSG00000147813,ENSOANG00000037934,72.119,ENST00000449291,ENSOANT00000054537,canonical,canonical,pass,0-2,0-2,526.0,5.0,0.022305,0.739544,7.0,2.0
1,87,3269,ENSG00000138434,ENSOANG00000003629,69.1819,ENST00000431877,ENSOANT00000005759,canonical,canonical,window_starts_too_late(h50>30),0-11,55-66,1239.0,18.0,0.056359,0.718321,,
1,88,3652,ENSG00000064309,ENSOANG00000003430,68.75,ENST00000531738,ENSOANT00000060412,canonical,canonical,pass,0-943,25-968,1242.0,10.0,0.028929,0.704509,0.0,25.0
1,89,114,ENSG00000010292,ENSOANG00000003013,69.6645,ENST00000315579,ENSOANT00000074332,canonical,canonical,pass,0-136,0-136,1358.0,19.0,0.030692,0.726068,0.0,0.0
1,90,5803,ENSG00000179958,ENSOANG00000012011,65.2941,ENST00000319285,ENSOANT00000019025,canonical,canonical,pass,0-4,0-4,162.0,7.0,0.063584,0.722222,22.0,18.0
1,91,2160,ENSG00000119698,ENSOANG00000011245,70.1031,ENST00000304338,ENSOANT00000017818,canonical,canonical,pass,0-681,0-681,857.0,6.0,0.018328,0.715286,0.0,0.0
1,92,2254,ENSG00000121316,ENSOANG00000007338,65.0995,ENST00000240617,ENSOANT00000011685,canonical,canonical,no_start_codon_platypus(ATA),,,,,,,,
1,93,5220,ENSG00000100060,ENSOANG00000015105,67.6012,ENST00000356998,ENSOANT00000023790,canonical,canonical,pass,0-30,0-30,298.0,4.0,0.071651,0.728188,0.0,0.0
1,94,4554,ENSG00000122367,ENSOANG00000008906,72.4897,ENST00000361373,ENSOANT00000068611,canonical,canonical,pass,0-107,0-107,703.0,17.0,0.095238,0.765292,0.0,0.0
1,95,2860,ENSG00000133226,ENSOANG00000002202,72.2345,ENST00000323848,ENSOANT00000003490,canonical,canonical,window_starts_too_late(h83>30),83-306,0-223,722.0,8.0,0.201327,0.907202,,
1,96,3128,ENSG00000136877,ENSOANG00000008391,70.6985,ENST00000373247,ENSOANT00000013337,canonical,canonical,window_starts_too_late(h44>30),0-1,0-1,568.0,5.0,0.032368,0.742958,,
1,97,600,ENSG00000076650,ENSOANG00000012732,69.2803,ENST00000170564,ENSOANT00000020153,canonical,canonical,pass,0-2,0-2,891.0,11.0,0.042965,0.732884,2.0,8.0
1,98,4006,ENSG00000140368,ENSOANG00000007549,68.5096,ENST00000558012,ENSOANT00000049802,canonical,canonical,pass,1-325,0-324,406.0,8.0,0.10177,0.706897,1.0,0.0
1,99,2299,ENSG00000122512,ENSOANG00000001944,70.3016,ENST00000265849,ENSOANT00000056613,canonical,canonical,pass,0-4,0-4,852.0,13.0,0.103158,0.723005,4.0,77.0
1,100,5694,ENSG00000177694,ENSOANG00000049145,72.5786,ENST00000454872,ENSOANT00000030842,canonical,canonical,pass,0-7,0-7,788.0,2.0,0.008805,0.734772,14.0,7.0
1,101,6466,ENSG00000198746,ENSOANG00000039186,68.0,ENST00000361720,ENSOANT00000056956,canonical,canonical,pass,0-4,0-4,485.0,11.0,0.07619,0.758763,4.0,10.0
1,102,1588,ENSG00000109576,ENSOANG00000007439,69.1765,ENST00000337664,ENSOANT00000011849,canonical,canonical,pass,0-425,0-425,425.0,1.0,0.0,0.717647,0.0,0.0
1,103,2322,ENSG00000123064,ENSOANG00000046705,70.6016,ENST00000306014,ENSOANT00000076883,canonical,canonical,window_starts_too_late(h34>30),0-3,0-3,845.0,14.0,0.040863,0.753846,,
1,104,2166,ENSG00000119725,ENSOANG00000040286,66.5272,ENST00000555044,ENSOANT00000049351,canonical,canonical,pass,0-211,0-211,448.0,7.0,0.100402,0.734375,0.0,0.0
1,105,3051,ENSG00000135972,ENSOANG00000012373,71.2121,ENST00000258455,ENSOANT00000019583,canonical,canonical,window_starts_too_late(h36>30),0-4,29-33,385.0,6.0,0.074519,0.753247,,
1,106,1464,ENSG00000107249,ENSOANG00000014997,67.2043,ENST00000381971,ENSOANT00000023607,canonical,canonical,window_starts_too_late(h155>30),155-237,0-82,768.0,5.0,0.174194,0.813802,,
1,107,788,ENSG00000088766,ENSOANG00000041110,68.7708,ENST00000378863,ENSOANT00000048470,canonical,canonical,window_starts_too_late(h100>30),0-17,0-17,275.0,10.0,0.086379,0.792727,,
1,108,4561,ENSG00000128805,ENSOANG00000013846,68.6246,ENST00000249601,ENSOANT00000021834,canonical,canonical,pass,0-2,0-2,684.0,16.0,0.051318,0.73538,11.0,17.0
1,109,6957,ENSG00000293543,ENSOANG00000046388,69.1489,ENST00000713560,ENSOANT00000058170,canonical,canonical,pass,0-2,0-2,185.0,3.0,0.015957,0.718919,11.0,10.0
1,110,446,ENSG00000066827,ENSOANG00000010056,69.9115,ENST00000377838,ENSOANT00000075502,canonical,canonical,pass,12-52,0-40,1179.0,16.0,0.051488,0.743851,12.0,0.0
1,111,5763,ENSG00000179091,ENSOANG00000038322,71.6923,ENST00000318911,ENSOANT00000050711,canonical,canonical,window_starts_too_late(h33>30),0-19,0-19,324.0,3.0,0.04142,0.787037,,
1,112,36,ENSG00000123388,ENSOANG00000013040,70.7237,ENST00000546378,ENSOANT00000020618,canonical,canonical,pass,0-93,0-93,296.0,8.0,0.026316,0.753378,0.0,0.0
1,113,2814,ENSG00000132561,ENSOANG00000003682,69.7699,ENST00000254898,ENSOANT00000054164,canonical,canonical,pass,0-14,0-14,888.0,6.0,0.07113,0.753378,15.0,14.0
1,114,1165,ENSG00000102760,ENSOANG00000004628,70.073,ENST00000379359,ENSOANT00000016947,canonical,canonical,no_start_codon_platypus(CCT),,,,,,,,
1,115,4730,ENSG00000164494,ENSOANG00000000783,72.4311,ENST00000369037,ENSOANT00000001215,canonical,canonical,window_starts_too_late(h38>30),0-7,0-7,382.0,5.0,0.042607,0.769634,,
1,116,5537,ENSG00000174796,ENSOANG00000050194,70.2703,ENST00000311638,ENSOANT00000073336,canonical,canonical,pass,0-207,0-207,218.0,2.0,0.018018,0.715596,0.0,0.0
1,117,6273,ENSG00000189306,ENSOANG00000015007,65.0,ENST00000323013,ENSOANT00000023628,canonical,canonical,pass,0-3,0-3,280.0,4.0,0.02439,0.660714,12.0,17.0
1,118,3799,ENSG00000147912,ENSOANG00000007574,66.7364,ENST00000432825,ENSOANT00000012072,canonical,canonical,pass,0-291,3-294,947.0,13.0,0.019669,0.68849,0.0,3.0
1,119,4350,ENSG00000160049,ENSOANG00000002798,67.0695,ENST00000377038,ENSOANT00000004455,canonical,canonical,pass,0-6,0-6,321.0,6.0,0.030211,0.694704,11.0,6.0
1,120,6612,ENSG00000205730,ENSOANG00000038067,66.9159,ENST00000381440,ENSOANT00000048023,canonical,canonical,pass,0-35,0-35,517.0,8.0,0.033645,0.694391,0.0,0.0
1,121,4658,ENSG00000163956,ENSOANG00000043402,64.7059,ENST00000650182,ENSOANT00000057341,canonical,canonical,window_starts_too_late(h47>30),0-21,0-21,346.0,5.0,0.030812,0.676301,,
1,122,5726,ENSG00000178409,ENSOANG00000050605,72.7053,ENST00000369042,ENSOANT00000056028,canonical,canonical,pass,0-14,0-14,819.0,11.0,0.055363,0.737485,24.0,33.0
1,123,4798,ENSG00000165138,ENSOANG00000014874,72.4455,ENST00000353234,ENSOANT00000023418,canonical,canonical,window_starts_too_late(h69>30),0-4,0-4,832.0,13.0,0.044776,0.765625,,
1,124,3785,ENSG00000147642,ENSOANG00000007367,65.7617,ENST00000276646,ENSOANT00000066904,canonical,canonical,pass,0-177,133-310,648.0,10.0,0.199011,0.682099,0.0,133.0
1,125,2246,ENSG00000138439,ENSOANG00000036215,71.3073,ENST00000392238,ENSOANT00000075793,canonical,canonical,pass,0-11,89-100,547.0,11.0,0.1493,0.771481,12.0,100.0
1,126,2544,ENSG00000127564,ENSOANG00000006251,66.9339,ENST00000262300,ENSOANT00000055764,canonical,canonical,pass,9-384,0-375,449.0,9.0,0.171587,0.746102,9.0,0.0
2,0,1866,ENSG00000114446,ENSOANG00000007495,78.5548,ENST00000264538,ENSOANT00000011935,canonical,canonical,pass,0-7,0-7,415.0,3.0,0.032634,0.819277,29.0,15.0
2,1,24,ENSG00000004534,ENSOANG00000031085,76.5806,ENST00000266022,ENSOANT00000010465,canonical,canonical,pass,0-30,0-30,1113.0,18.0,0.062342,0.778077,0.0,0.0
2,2,5815,ENSG00000066230,ENSOANG00000014871,78.5372,ENST00000264938,ENSOANT00000057395,canonical,canonical,window_starts_too_late(h40>30),0-1,0-1,822.0,18.0,0.196481,0.823601,,
2,3,5097,ENSG00000168237,ENSOANG00000013690,73.4226,ENST00000436784,ENSOANT00000021588,canonical,canonical,pass,0-12,0-12,519.0,5.0,0.007648,0.749518,20.0,19.0
2,4,6261,ENSG00000187837,ENSOANG00000047788,80.2817,ENST00000343677,ENSOANT00000064057,canonical,canonical,pass,0-5,0-5,211.0,10.0,0.074561,0.838863,26.0,30.0
2,5,6716,ENSG00000223802,ENSOANG00000004570,75.4286,ENST00000623882,ENSOANT00000007243,canonical,canonical,pass,0-4,0-4,341.0,4.0,0.025714,0.791789,12.0,4.0
2,6,6471,ENSG00000198774,ENSOANG00000006646,77.2414,ENST00000361228,ENSOANT00000010601,canonical,canonical,pass,0-435,0-435,435.0,1.0,0.0,0.772414,0.0,0.0
2,7,3720,ENSG00000146215,ENSOANG00000007234,75.9804,ENST00000372569,ENSOANT00000011512,canonical,canonical,pass,0-114,0-114,204.0,2.0,0.014493,0.759804,0.0,0.0
2,8,5846,ENSG00000180902,ENSOANG00000000857,73.3205,ENST00000321264,ENSOANT00000001327,canonical,canonical,window_starts_too_late(h35>30),0-1,0-1,521.0,8.0,0.069643,0.752399,,
2,9,6195,ENSG00000187796,ENSOANG00000000626,73.5075,ENST00000371732,ENSOANT00000067516,canonical,canonical,pass,0-444,74-518,536.0,2.0,0.12275,0.735075,0.0,74.0
2,10,1528,ENSG00000108423,ENSOANG00000002225,78.3664,ENST00000325752,ENSOANT00000003529,canonical,canonical,pass,0-453,0-453,453.0,1.0,0.0,0.788079,0.0,0.0
2,11,1963,ENSG00000115942,ENSOANG00000010096,75.7366,ENST00000234296,ENSOANT00000016006,canonical,canonical,pass,0-92,69-161,577.0,3.0,0.115031,0.759099,0.0,69.0
2,12,3747,ENSG00000146828,ENSOANG00000046393,77.8993,ENST00000354161,ENSOANT00000071375,canonical,canonical,pass,0-1,0-1,844.0,16.0,0.076586,0.850711,21.0,18.0
2,13,672,ENSG00000080819,ENSOANG00000007535,73.7885,ENST00000647941,ENSOANT00000012007,canonical,canonical,window_starts_too_late(h119>30),0-2,0-2,445.0,12.0,0.212389,0.764045,,
2,14,4781,ENSG00000164976,ENSOANG00000006865,75.7703,ENST00000297625,ENSOANT00000010943,canonical,canonical,no_start_codon_platypus(CGC),,,,,,,,
2,15,5159,ENSG00000168924,ENSOANG00000005820,75.2368,ENST00000302787,ENSOANT00000056577,canonical,canonical,window_starts_too_late(h88>30),0-8,0-8,725.0,11.0,0.039735,0.769655,,
2,16,3715,ENSG00000146090,ENSOANG00000010229,74.8927,ENST00000361132,ENSOANT00000016223,canonical,canonical,pass,9-175,0-166,456.0,4.0,0.021459,0.826754,9.0,0.0
2,17,5881,ENSG00000181827,ENSOANG00000008526,75.5479,ENST00000559447,ENSOANT00000013573,canonical,canonical,pass,0-4,0-4,1447.0,13.0,0.01296,0.761576,25.0,20.0
2,18,4478,ENSG00000022567,ENSOANG00000009761,76.9802,ENST00000517878,ENSOANT00000015489,canonical,canonical,pass,0-35,0-35,766.0,8.0,0.05198,0.821149,0.0,0.0
2,19,1493,ENSG00000107833,ENSOANG00000039490,75.2809,ENST00000370110,ENSOANT00000056669,canonical,canonical,pass,0-10,0-10,175.0,6.0,0.033149,0.811429,27.0,32.0
2,20,6605,ENSG00000168389,ENSOANG00000002711,76.4151,ENST00000372811,ENSOANT00000004312,canonical,canonical,window_starts_too_late(h35>30),0-25,0-25,516.0,5.0,0.026415,0.784884,,
2,21,3516,ENSG00000142751,ENSOANG00000048781,80.3226,ENST00000374135,ENSOANT00000057000,canonical,canonical,pass,0-1,0-1,304.0,4.0,0.13881,0.825658,3.0,1.0
2,22,3408,ENSG00000140740,ENSOANG00000003259,80.3532,ENST00000268379,ENSOANT00000005169,canonical,canonical,pass,0-11,72-83,453.0,2.0,0.138783,0.807947,11.0,84.0
2,23,5091,ENSG00000168143,ENSOANG00000013832,76.5579,ENST00000306858,ENSOANT00000021809,canonical,canonical,pass,0-623,0-623,1002.0,10.0,0.008902,0.778443,0.0,0.0
2,24,6286,ENSG00000012171,ENSOANG00000047686,75.0334,ENST00000616701,ENSOANT00000071764,canonical,canonical,pass,0-1,0-1,740.0,10.0,0.031414,0.768919,14.0,11.0
